ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
1141;Halmajugra;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;969;
1624;Kiscsehi;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;2497;
0338;Szarvaskő;Egri;Heves;Észak-Magyarország;Alföld és Észak;1656;
3246;Szilvásszentmárton;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1597;
0208;Mánd;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;856;
2277;Tiszabura;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;472;
1490;Sármellék;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1258;
0399;Héhalom;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1600;
1586;Szentlőrinc;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;1645;
2349;Mány;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;1924;
3271;Feketeerdő;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1332;
0980;Szentkatalin;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;672;
2129;Laskod;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1414;
2229;Csanytelek;Csongrádi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1126;
2470;Tekenye;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1186;
2420;Sobor;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1385;
0518;Csemő;Ceglédi;Pest;Pest;Közép-Magyarország;1333;
3379;Lakhegy;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1880;
3180;Sárkeresztes;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;2471;
2764;Álmosd;Nyíradonyi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1067;
2741;Putnok;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1160;
1322;Mihálygerge;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1243;
2630;Inke;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;941;
0297;Zalasárszeg;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1104;
2196;Lesenceistvánd;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1448;
2530;Balatonakali;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;1755;
2940;Agyagosszergény;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1660;
3414;Pilisjászfalu;Pilisvörösvári;Pest;Pest;Közép-Magyarország;2521;
2740;Egyházaskozár;Komlói;Baranya;Dél-Dunántúl;Dunántúl;1064;
1969;Tetétlen;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1122;
3183;Újrónafő;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1341;
2610;Csegöld;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;926;
2869;Tiszaigar;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1146;
1973;Kemeneshőgyész;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1468;
1379;Polány;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;797;
2360;Ercsi;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;1702;
1621;Tanakajd;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;2137;
1324;Tarnalelesz;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;818;
1332;Almamellék;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;842;
0889;Biatorbágy;Budakeszi;Pest;Pest;Közép-Magyarország;2706;
1192;Újtikos;Hajdúnánási;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1537;
0403;Csorna;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2046;
1130;Besenyszög;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1812;
0694;Szokolya;Szobi;Pest;Pest;Közép-Magyarország;1759;
0687;Visz;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1073;
1710;Füzér;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1618;
1596;Balsa;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1085;
2172;Zagyvaszántó;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;2015;
2346;Budakalász;Szentendrei;Pest;Pest;Közép-Magyarország;2562;
2037;Almáskeresztúr;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;746;
2224;Pánd;Monori;Pest;Pest;Közép-Magyarország;1428;
2774;Pap;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1492;
0507;Rinyabesenyő;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;715;
0971;Császló;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;770;
2501;Velence;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;2371;
2062;Rinyaújlak;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;840;
3063;Miske;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;868;
0716;Pácsony;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1578;
3064;Csenger;Csengeri;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1179;
0735;Makó;Makói;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1567;
1109;Nyírlövő;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1490;
3206;Kávás;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1728;
0929;Gecse;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1701;
3390;Kisdobsza;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;1001;
0464;Kám;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1983;
0481;Zsáka;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1143;
3265;Mezőladány;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1126;
0287;Sáta;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1101;
2914;Somogyhárságy;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;1074;
0437;Lázi;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2016;
3391;Tarjánpuszta;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2201;
1640;Tótújfalu;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;823;
1535;Nyergesújfalu;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2279;
3203;Keléd;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;1228;
2645;Kadarkút;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1390;
3441;Mosonudvar;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1676;
2880;Nyírbogdány;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1311;
3392;Mánfa;Komlói;Baranya;Dél-Dunántúl;Dunántúl;1483;
2478;Nagykálló;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1471;
2137;Kisbucsa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1734;
1143;Várpalota;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;2020;
1727;Juta;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1736;
2314;Becsehely;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1647;
3286;Kérsemjén;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;913;
1034;Zalakomár;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;747;
0997;Délegyháza;Szigetszentmiklósi;Pest;Pest;Közép-Magyarország;2112;
1081;Kiskunlacháza;Ráckevei;Pest;Pest;Közép-Magyarország;1708;
2493;Vác;Váci;Pest;Pest;Közép-Magyarország;2129;
1537;Etes;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1187;
3231;Cserhátszentiván;Pásztói;Nógrád;Észak-Magyarország;Alföld és Észak;1912;
2146;Tóalmás;Nagykátai;Pest;Pest;Közép-Magyarország;1438;
1193;Üröm;Pilisvörösvári;Pest;Pest;Közép-Magyarország;3136;
2796;Sorkikápolna;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;1996;
3417;Csataszög;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1339;
2232;Badacsonytomaj;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1572;
1102;Zsujta;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1065;
1443;Répceszemere;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2195;
2084;Lácacséke;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;466;
1181;Kurityán;Kazincbarcikai;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1503;
2611;Sáp;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1011;
1889;Szomolya;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1249;
1333;Gyöngyösoroszi;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;1024;
2578;Salgótarján;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1648;
1903;Tét;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1963;
3018;Kolontár;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1593;
0689;Kópháza;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1178;
1480;Mersevát;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;2017;
2884;Pátka;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;1880;
0427;Kamut;Békési;Békés;Dél-Alföld;Alföld és Észak;1356;
2136;Udvari;Tamási;Tolna;Dél-Dunántúl;Dunántúl;1006;
1606;Szajla;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1143;
1278;Berettyóújfalu;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1648;
2127;Prügy;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;859;
0948;Fertőendréd;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1635;
2490;Balatonszárszó;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1357;
1732;Taliándörögd;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1590;
3372;Verőce;Szobi;Pest;Pest;Közép-Magyarország;1955;
3150;Dunaföldvár;Paksi;Tolna;Dél-Dunántúl;Dunántúl;1804;
2300;Kisszőlős;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;795;
1457;Tápiószentmárton;Nagykátai;Pest;Pest;Közép-Magyarország;1507;
1291;Vonyarcvashegy;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1526;
1919;Nagyvázsony;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;1723;
1680;Kékesd;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;814;
1448;Máriakéménd;Bólyi;Baranya;Dél-Dunántúl;Dunántúl;1187;
1174;Mezőnyárád;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1748;
2944;Gulács;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;803;
0783;Derekegyház;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1506;
0877;Ajak;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1873;
1145;Tényő;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2038;
0897;Sajósenye;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1620;
1475;Noszlop;Devecseri;Veszprém;Közép-Dunántúl;Dunántúl;1656;
0623;Vadosfa;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;904;
2818;Perbál;Budakeszi;Pest;Pest;Közép-Magyarország;1805;
0553;Kallósd;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;967;
0521;Nagygörbő;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1166;
2107;Dunaszeg;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2355;
3208;Alsópáhok;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1383;
2182;Hernádkércs;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1306;
2110;Nagylóc;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;1115;
1699;Furta;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1135;
3196;Tahitótfalu;Szentendrei;Pest;Pest;Közép-Magyarország;1819;
2866;Belecska;Tamási;Tolna;Dél-Dunántúl;Dunántúl;893;
1041;Nagyút;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;1265;
2976;Pettend;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;532;
1200;Szatymaz;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1529;
1696;Tiszasziget;Szegedi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1458;
0765;Nemeshetés;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1110;
2573;Mártély;Hódmezővásárhelyi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1476;
1325;Szabadegyháza;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;2064;
1861;Dunakeszi;Dunakeszi;Pest;Pest;Közép-Magyarország;2729;
1001;Lulla;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1094;
1792;Jakabszállás;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1809;
3065;Kőszárhegy;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;2105;
0926;Kisvárda;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1864;
1479;Rábakecöl;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1744;
2888;Rimóc;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;1117;
0653;Pusztamagyaród;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1282;
3270;Dobronhegy;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1775;
3010;Mátraverebély;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;1025;
0815;Drégelypalánk;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1411;
2648;Barabás;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;833;
1447;Boldogkőváralja;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1357;
2292;Jászágó;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1651;
0240;Surd;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1324;
2962;Vértestolna;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1937;
0460;Hejőkeresztúr;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1528;
2147;Felsőrajk;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1323;
3258;Vérteskethely;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2045;
1568;Jósvafő;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1874;
1069;Bogdása;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;757;
2312;Szentgyörgyvár;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1285;
3066;Borsodbóta;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1036;
0430;Püspökszilágy;Váci;Pest;Pest;Közép-Magyarország;1900;
2997;Anarcs;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1574;
0467;Emőd;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1575;
3138;Lothárd;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;1321;
3004;Besence;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;842;
2026;Tivadar;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1213;
0268;Békésszentandrás;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;1671;
1415;Tokod;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1867;
1009;Örvényes;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;1816;
2320;Siklósbodony;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;825;
2258;Vasad;Monori;Pest;Pest;Közép-Magyarország;1838;
1758;Jármi;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1332;
1715;Balatonszepezd;Balatonfüredi;Veszprém;Közép-Dunántúl;Dunántúl;1262;
2512;Zaláta;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;724;
2400;Nyirád;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;1562;
1458;Vámosgyörk;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;1802;
1474;Kimle;Mosonmagyaróvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1556;
3179;Tápiószecső;Nagykátai;Pest;Pest;Közép-Magyarország;1707;
2871;Andocs;Tabi;Somogy;Dél-Dunántúl;Dunántúl;1091;
2949;Varsány;Szécsényi;Nógrád;Észak-Magyarország;Alföld és Észak;1277;
3152;Kerecseny;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;714;
2956;Telekes;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1331;
2684;Zselickisfalud;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1505;
0258;Csesztreg;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1590;
0799;Lövőpetri;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1334;
2632;Nyugotszenterzsébet;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;700;
2916;Páka;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1473;
3079;Salföld;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1505;
1528;Vértessomló;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2387;
1558;Pusztazámor;Érdi;Pest;Pest;Közép-Magyarország;2322;
3296;Tarnabod;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;569;
2649;Zirc;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;2008;
3042;Egyházashollós;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1740;
1105;Baglad;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;756;
1991;Kiskassa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1445;
1839;Dány;Gödöllői;Pest;Pest;Közép-Magyarország;1621;
1350;Csikvánd;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2056;
1138;Ikervár;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;2170;
1235;Kistamási;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;974;
2275;Kaszaper;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;1457;
0686;Adorjás;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;864;
2973;Gyömrő;Monori;Pest;Pest;Közép-Magyarország;2223;
0414;Hort;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;1917;
2950;Iklanberény;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;903;
2518;Jászjákóhalma;Jászberényi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1584;
1469;Nyíribrony;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;966;
1485;Szabadi;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1190;
1388;Tiszakeszi;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1374;
1987;Nagypall;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;1300;
0423;Aszaló;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1162;
2064;Ceglédbercel;Ceglédi;Pest;Pest;Közép-Magyarország;1955;
1217;Kardoskút;Orosházi;Békés;Dél-Alföld;Alföld és Észak;1607;
3039;Legénd;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1360;
3128;Mikófalva;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;1502;
1948;Csehi;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1487;
1785;Szilvágy;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1443;
1345;Őrimagyarósd;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1591;
1036;Füzérradvány;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1076;
2663;Pusztaszentlászló;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1591;
2913;Tiszacsermely;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;827;
2180;Ravazd;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1958;
3273;Attala;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;1396;
3276;Felsőnyárád;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1566;
0710;Tinnye;Pilisvörösvári;Pest;Pest;Közép-Magyarország;2258;
1385;Csertő;Szigetvári;Baranya;Dél-Dunántúl;Dunántúl;1165;
2316;Bükkösd;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;1182;
1503;Enese;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2315;
2636;Nyírmihálydi;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;610;
0234;Kincsesbánya;Móri;Fejér;Közép-Dunántúl;Dunántúl;1990;
0470;Iregszemcse;Tamási;Tolna;Dél-Dunántúl;Dunántúl;1312;
1343;Nagykáta;Nagykátai;Pest;Pest;Közép-Magyarország;1704;
2319;Alsónémedi;Gyáli;Pest;Pest;Közép-Magyarország;1840;
3396;Rétalap;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2010;
1085;Érpatak;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;922;
0357;Géderlak;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1322;
1713;Hernádszentandrás;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;849;
2569;Domaháza;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;709;
1229;Zsennye;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;1482;
2525;Bihardancsháza;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;951;
1476;Dunatetétlen;Kalocsai;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1619;
2585;Köveskál;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1509;
1760;Liget;Komlói;Baranya;Dél-Dunántúl;Dunántúl;1014;
3140;Kállósemjén;Nagykállói;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1340;
0436;Bogyoszló;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1645;
2778;Iharosberény;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1023;
1795;Fürged;Tamási;Tolna;Dél-Dunántúl;Dunántúl;865;
2943;Tapolca;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1663;
0394;Raposka;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1672;
0375;Rábcakapi;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1617;
3055;Környe;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2127;
3318;Nagyrozvágy;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1346;
1784;Tikos;Marcali;Somogy;Dél-Dunántúl;Dunántúl;646;
1815;Tatabánya;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2187;
1917;Petrikeresztúr;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1887;
1924;Tésa;Szobi;Pest;Pest;Közép-Magyarország;1389;
1984;Hernádvécse;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;568;
2886;Sződliget;Váci;Pest;Pest;Közép-Magyarország;2266;
2330;Gyenesdiás;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1506;
1620;Záhony;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1827;
0554;Zákányszék;Mórahalmi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1093;
1306;Magyarszerdahely;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1457;
0452;Kecskéd;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2318;
1073;Vámosmikola;Szobi;Pest;Pest;Közép-Magyarország;1562;
2984;Felsőmarác;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1163;
2634;Ebergőc;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1671;
2044;Tiszainoka;Kunszentmártoni;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1005;
1250;Kisnána;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;1883;
1942;Kisar;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;915;
1309;Zalaszentmárton;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1015;
3129;Bocska;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1000;
2746;Pusztaederics;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1354;
3251;Pördefölde;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1011;
0227;Abaújvár;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;654;
2899;Kisláng;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;1732;
1312;Takácsi;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1805;
1314;Jéke;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1559;
0453;Mindszentkálla;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1564;
0389;Cserkút;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;1856;
2717;Sajólád;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1341;
